"","Tdu_4","Tdu_5","Tdu_6","Tpr_1","Tpr_2","Tpr_3","Tms_1","Tms_2","Tms_3"
"Tpr_TRINITY_DN6122_c0_g1|Tdu_TRINITY_DN37846_c0_g1",10,17,14,14,1,7,10,17,14
"Tpr_TRINITY_DN14771_c8_g6|Tdu_TRINITY_DN18489_c3_g2",23,29,18,13,27,15,21,18,44
"Tpr_TRINITY_DN6898_c0_g1|Tdu_TRINITY_DN23300_c5_g1",2,0,0,0,2,2,0,1,1
"Tpr_TRINITY_DN15533_c2_g1|Tdu_TRINITY_DN18838_c2_g6",32,53,41,59,150,70,24,27,18
"Tpr_TRINITY_DN7374_c0_g1|Tdu_TRINITY_DN16956_c0_g1",5,0,4,0,3,0,2,2,20
"Tpr_TRINITY_DN10973_c0_g8|Tdu_TRINITY_DN17701_c3_g1",2,6,1,1,2,4,2,2,6
"Tpr_TRINITY_DN14760_c2_g1|Tdu_TRINITY_DN21911_c2_g4",25,43,23,19,78,45,16,26,12
"Tpr_TRINITY_DN14126_c1_g9|Tdu_TRINITY_DN18292_c6_g2",12,9,11,6,25,12,4,4,5
"Tpr_TRINITY_DN13112_c3_g9|Tdu_TRINITY_DN25069_c2_g1",446,404,438,133,307,167,230,172,262
"Tpr_TRINITY_DN12978_c2_g1|Tdu_TRINITY_DN21592_c2_g3",41,72,60,35,92,54,29,46,46
"Tpr_TRINITY_DN8856_c0_g2|Tdu_TRINITY_DN31369_c0_g1",0,1,0,0,0,0,0,0,0
"Tpr_TRINITY_DN11038_c4_g8|Tdu_TRINITY_DN22686_c1_g3",822,934,1053,715,1534,754,391,321,627
"Tpr_TRINITY_DN12777_c3_g7|Tdu_TRINITY_DN15942_c0_g1",9,21,5,7,15,8,3,3,1
"Tpr_TRINITY_DN14647_c0_g2|Tdu_TRINITY_DN20553_c6_g1",26,44,34,19,16,13,38,30,46
"Tpr_TRINITY_DN5457_c0_g1|Tdu_TRINITY_DN13606_c0_g1",11,8,4,3,6,2,3,1,9
"Tpr_TRINITY_DN13580_c5_g3|Tdu_TRINITY_DN23865_c0_g1",0,3,2,1,2,0,2,4,6
"Tpr_TRINITY_DN15229_c3_g5|Tdu_TRINITY_DN20036_c5_g3",20,23,15,13,19,9,10,18,21
"Tpr_TRINITY_DN13095_c0_g1|Tdu_TRINITY_DN20734_c1_g6",234,310,229,134,213,98,90,122,82
"Tpr_TRINITY_DN15264_c1_g3|Tdu_TRINITY_DN20127_c1_g1",68,87,49,55,67,23,28,26,56
"Tpr_TRINITY_DN10832_c8_g3|Tdu_TRINITY_DN14158_c0_g1",0,0,0,1,5,2,0,1,0
"Tpr_TRINITY_DN11065_c1_g2|Tdu_TRINITY_DN15155_c1_g1",59,62,56,54,110,58,47,36,57
"Tpr_TRINITY_DN12901_c5_g2|Tdu_TRINITY_DN16338_c0_g1",9,6,5,18,38,7,11,7,13
"Tpr_TRINITY_DN14945_c4_g4|Tdu_TRINITY_DN17045_c0_g1",0,3,2,2,3,4,0,0,0
"Tpr_TRINITY_DN10529_c1_g1|Tdu_TRINITY_DN18426_c5_g1",987,964,1216,1278,2570,1261,612,705,874
"Tpr_TRINITY_DN16445_c0_g1|Tdu_TRINITY_DN14128_c0_g1",0,0,3,0,2,0,2,3,2
"Tpr_TRINITY_DN15101_c2_g1|Tdu_TRINITY_DN20083_c6_g1",143,186,171,64,130,55,110,81,230
"Tpr_TRINITY_DN39224_c0_g1|Tdu_TRINITY_DN12511_c0_g1",1,0,0,1,0,0,0,1,0
"Tpr_TRINITY_DN7668_c0_g1|Tdu_TRINITY_DN17508_c2_g1",16,59,30,14,10,6,9,15,1
"Tpr_TRINITY_DN15525_c1_g1|Tdu_TRINITY_DN21784_c0_g1",278,226,215,239,358,207,120,82,175
"Tpr_TRINITY_DN12549_c2_g5|Tdu_TRINITY_DN18027_c1_g4",12,23,35,43,66,46,14,6,32
